##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	B009952_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11393701
Total Bases	1.7 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.373666730415344	37.0	37.0	37.0	37.0	37.0
2	36.33659721279328	37.0	37.0	37.0	37.0	37.0
3	36.39779172720085	37.0	37.0	37.0	37.0	37.0
4	36.398112430719394	37.0	37.0	37.0	37.0	37.0
5	36.43089888000396	37.0	37.0	37.0	37.0	37.0
6	36.38394521674739	37.0	37.0	37.0	37.0	37.0
7	36.32795656126135	37.0	37.0	37.0	37.0	37.0
8	36.40912667446688	37.0	37.0	37.0	37.0	37.0
9	36.371661411862576	37.0	37.0	37.0	37.0	37.0
10-14	36.387828871408864	37.0	37.0	37.0	37.0	37.0
15-19	36.36350460662431	37.0	37.0	37.0	37.0	37.0
20-24	36.339793452540135	37.0	37.0	37.0	37.0	37.0
25-29	36.275049889408194	37.0	37.0	37.0	37.0	37.0
30-34	36.25882854043651	37.0	37.0	37.0	37.0	37.0
35-39	36.22509279469419	37.0	37.0	37.0	37.0	37.0
40-44	36.19975505764106	37.0	37.0	37.0	37.0	37.0
45-49	36.18911544194463	37.0	37.0	37.0	37.0	37.0
50-54	36.16644210691504	37.0	37.0	37.0	37.0	37.0
55-59	36.14180052644879	37.0	37.0	37.0	37.0	37.0
60-64	36.11101672757606	37.0	37.0	37.0	37.0	37.0
65-69	36.0985332685139	37.0	37.0	37.0	37.0	37.0
70-74	36.06984285439823	37.0	37.0	37.0	37.0	37.0
75-79	36.03518660003452	37.0	37.0	37.0	37.0	37.0
80-84	36.03301957809846	37.0	37.0	37.0	37.0	37.0
85-89	35.99337576086998	37.0	37.0	37.0	37.0	37.0
90-94	35.987295524079485	37.0	37.0	37.0	37.0	37.0
95-99	35.925520162412546	37.0	37.0	37.0	37.0	37.0
100-104	35.84137552846086	37.0	37.0	37.0	37.0	37.0
105-109	35.83634000927355	37.0	37.0	37.0	37.0	37.0
110-114	35.80396455901379	37.0	37.0	37.0	37.0	37.0
115-119	35.831134729619464	37.0	37.0	37.0	37.0	37.0
120-124	35.742410231758754	37.0	37.0	37.0	37.0	37.0
125-129	35.61268348186424	37.0	37.0	37.0	37.0	37.0
130-134	35.5849084507308	37.0	37.0	37.0	37.0	37.0
135-139	35.54868287310681	37.0	37.0	37.0	37.0	37.0
140-144	35.513928231046265	37.0	37.0	37.0	37.0	37.0
145-149	35.56646027484836	37.0	37.0	37.0	37.0	37.0
150	35.403616875675425	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.038909607793350176
1101	2	-0.12129072760878046
1101	3	-0.11158879768596108
1101	4	0.0088256140915135
1101	5	-0.11298247116340576
1101	6	-0.17370543197332466
1101	7	-0.20794797102477247
1101	8	-0.13551523802838972
1101	9	-0.050510615757744404
1101	10-14	-0.043370171549192094
1101	15-19	-0.06583557186889522
1101	20-24	-0.29917673204394646
1101	25-29	-0.13873088276023537
1101	30-34	-0.1519885040135449
1101	35-39	-0.10508045152791112
1101	40-44	-0.1889478317794797
1101	45-49	-0.034165412672670925
1101	50-54	-0.1300477216507261
1101	55-59	-0.18121428773623904
1101	60-64	-0.3085916851679613
1101	65-69	-0.2694017026093505
1101	70-74	-0.43461987685511616
1101	75-79	-0.3041964917196154
1101	80-84	-0.2815800288978565
1101	85-89	-0.1960826017636208
1101	90-94	-0.2409644504612416
1101	95-99	-0.16787541276843854
1101	100-104	-0.24181037192983723
1101	105-109	-0.3057972160526248
1101	110-114	-0.26822775220693273
1101	115-119	-0.21165882254250334
1101	120-124	-0.2752461440518914
1101	125-129	-0.28281751706901304
1101	130-134	-0.5836394591457008
1101	135-139	-0.3131922550179951
1101	140-144	-0.6539989835013245
1101	145-149	-0.5325896585578107
1101	150	-0.7449160515413098
1102	1	0.0576472404761148
1102	2	-0.11352865769132592
1102	3	-0.04442586068175558
1102	4	-0.055444247672078006
1102	5	-0.05683906631490743
1102	6	-0.162930217522252
1102	7	-0.03426797980091578
1102	8	0.008344009256092022
1102	9	-8.678299411926105E-4
1102	10-14	-0.053052932242806605
1102	15-19	-0.17449159544555926
1102	20-24	-0.0924266357032053
1102	25-29	-0.07400501485977173
1102	30-34	-0.05457601335125162
1102	35-39	-0.08998613404428824
1102	40-44	-0.18402601947253316
1102	45-49	-0.03499811813361475
1102	50-54	-0.210202959834362
1102	55-59	-0.24369979443226697
1102	60-64	-0.09727265486814929
1102	65-69	-0.09805121640506798
1102	70-74	-0.14632443888549318
1102	75-79	-0.04332938086086813
1102	80-84	-0.104944645345185
1102	85-89	-0.22504829803090587
1102	90-94	-0.0451034656278253
1102	95-99	-0.1334482192435047
1102	100-104	-0.2327262217596342
1102	105-109	-0.1926932600748188
1102	110-114	-0.13962241651721286
1102	115-119	-0.3144747528605194
1102	120-124	-0.07058223158513499
1102	125-129	-0.14224893994237675
1102	130-134	-0.4828540339826617
1102	135-139	-0.1253417083370323
1102	140-144	-0.1636689094786803
1102	145-149	-0.23432536707714746
1102	150	-0.30645192585913605
1103	1	-0.25567012743062634
1103	2	-0.09916803173649669
1103	3	0.14431988989974087
1103	4	-0.2815972680280012
1103	5	-0.028288479310212722
1103	6	-0.13349327407564715
1103	7	-0.03035782661540054
1103	8	-0.10958268741456578
1103	9	-0.2366097405623293
1103	10-14	-0.00908690006421864
1103	15-19	-0.11983560909875024
1103	20-24	-0.15990616279625414
1103	25-29	-0.19739023582953052
1103	30-34	-0.08025530096291078
1103	35-39	-0.2666331191936919
1103	40-44	-0.0993398915013799
1103	45-49	-0.43206708602384225
1103	50-54	-0.0859900140755272
1103	55-59	-0.11300240808271411
1103	60-64	-0.38484824978673515
1103	65-69	-0.25171184098356747
1103	70-74	-0.13375496863486092
1103	75-79	-0.2995037343299032
1103	80-84	-0.23966284180251307
1103	85-89	-0.1519770179064892
1103	90-94	-0.28095548263925707
1103	95-99	-0.24295397918403694
1103	100-104	-0.35484411817704853
1103	105-109	-0.08952329709809703
1103	110-114	-0.3140023110903414
1103	115-119	-0.27448576349955545
1103	120-124	-0.23483977043203907
1103	125-129	-0.1314411719365438
1103	130-134	-0.4073144438537071
1103	135-139	-0.1671474531379502
1103	140-144	-0.4270684442791861
1103	145-149	-0.08751391050724067
1103	150	-0.22811673448046577
1104	1	0.12061155713195149
1104	2	0.15520509799418392
1104	3	0.015315313240705564
1104	4	-0.030233071583708693
1104	5	-0.003694437768231751
1104	6	-0.04386886816119784
1104	7	-0.17842814874178714
1104	8	-0.08657287400143332
1104	9	-0.021732298210636714
1104	10-14	0.05440104219947273
1104	15-19	-0.0021131570656578447
1104	20-24	-0.18193903552992907
1104	25-29	-0.027295842236860324
1104	30-34	-0.1776061194807781
1104	35-39	-0.009668016218853381
1104	40-44	-0.012492285446114693
1104	45-49	0.0255669132720584
1104	50-54	-0.030725756022356165
1104	55-59	0.025954201669094346
1104	60-64	-0.29744836420321263
1104	65-69	-0.16269032188481702
1104	70-74	-0.16780267150407724
1104	75-79	-0.2151963940729047
1104	80-84	-0.2007755420313444
1104	85-89	-0.01811414165230474
1104	90-94	-0.17943176322366128
1104	95-99	-0.11798038298618962
1104	100-104	-0.13914705780035774
1104	105-109	-0.2090104032413791
1104	110-114	-0.0743801054927431
1104	115-119	-0.07115008316159077
1104	120-124	-0.25962083890590293
1104	125-129	-0.05349054704656453
1104	130-134	-0.18622770736364913
1104	135-139	-0.41055640402687743
1104	140-144	-0.34783503466820775
1104	145-149	-0.2559833701094192
1104	150	-0.6453408147480246
1105	1	0.08978876150651871
1105	2	-0.11412589995523348
1105	3	-0.20272979954125248
1105	4	0.09322899266782514
1105	5	-0.3274512730382213
1105	6	-0.05965406980165966
1105	7	-0.19504639891267317
1105	8	0.021232149922006727
1105	9	0.030536157018346444
1105	10-14	-0.05655247796457985
1105	15-19	-0.11133649951268154
1105	20-24	-0.13788144838024152
1105	25-29	-0.010391365135014041
1105	30-34	-0.02899026165439267
1105	35-39	-0.12315485832411355
1105	40-44	-0.12465479399020296
1105	45-49	-0.09246538337865928
1105	50-54	-0.20715689067718301
1105	55-59	-0.20125871699119813
1105	60-64	-0.1787923491656187
1105	65-69	-0.10796971354579199
1105	70-74	-0.2593098485375691
1105	75-79	-0.18426679735382834
1105	80-84	-0.14408124948178624
1105	85-89	-0.12363362217178775
1105	90-94	-0.11850814736584425
1105	95-99	0.02057053977525669
1105	100-104	-0.08039791220910786
1105	105-109	-0.3512224674929243
1105	110-114	-0.130946236729919
1105	115-119	-0.11836471063937637
1105	120-124	-0.14282743494144512
1105	125-129	-0.09028993187225609
1105	130-134	-0.06608502110254477
1105	135-139	-0.1389441347172351
1105	140-144	-0.11876804902227178
1105	145-149	-0.30065185951475826
1105	150	-0.3515096459168561
1106	1	-0.04249308975643373
1106	2	0.09646353115597606
1106	3	-0.02364481304049093
1106	4	-0.026427337033695153
1106	5	0.02635545843900644
1106	6	-0.040040158651187596
1106	7	0.05891399976835032
1106	8	-0.04493278621006169
1106	9	-0.09350742470805784
1106	10-14	-0.07332568011164398
1106	15-19	-0.039713976595997735
1106	20-24	-0.02742594250567265
1106	25-29	0.005203454999666235
1106	30-34	-0.06805934786810042
1106	35-39	-0.14279331354186553
1106	40-44	-0.01938342197684051
1106	45-49	-0.1611327472391153
1106	50-54	-0.1575418590366766
1106	55-59	-0.05783412597005366
1106	60-64	-0.07888919151800877
1106	65-69	-0.1752922225897393
1106	70-74	0.031954064213614686
1106	75-79	-0.053502409728309885
1106	80-84	-0.2047480477615622
1106	85-89	-0.14644199703438687
1106	90-94	-0.0019534407741517157
1106	95-99	-0.1058247370924974
1106	100-104	-0.2133469886051813
1106	105-109	0.09548809392594393
1106	110-114	-0.07695249013141137
1106	115-119	-0.15197220831835523
1106	120-124	-0.03585905410289314
1106	125-129	-0.018781058658376537
1106	130-134	-0.16749230322058395
1106	135-139	0.010367297482446247
1106	140-144	-0.045585110350430114
1106	145-149	-0.11063782671106992
1106	150	-0.06337696922624758
1107	1	-0.03687133122788566
1107	2	-0.04087463587197959
1107	3	-0.04536192508936665
1107	4	-0.14340372033807114
1107	5	0.030680296523073025
1107	6	0.11486285108036753
1107	7	-0.13432581900792684
1107	8	-0.08425323706580201
1107	9	-0.11681084170183453
1107	10-14	0.03133540152265368
1107	15-19	-0.10027498429123227
1107	20-24	-0.06745312871928633
1107	25-29	-0.020077599740467633
1107	30-34	-0.026551787366159374
1107	35-39	-0.0910062315066682
1107	40-44	-0.0594254756510324
1107	45-49	-0.08161944418053935
1107	50-54	-0.10421068502499509
1107	55-59	9.552645038937158E-4
1107	60-64	-0.18072519015338884
1107	65-69	-0.04976890788940125
1107	70-74	-0.24253058579707698
1107	75-79	-0.11633150163179096
1107	80-84	0.038029087677017515
1107	85-89	-0.01379265538412966
1107	90-94	-0.1375863631726446
1107	95-99	-0.03958356298789312
1107	100-104	-0.08052746762945873
1107	105-109	-0.015922549317402
1107	110-114	0.003428435447652589
1107	115-119	-0.14346961381374257
1107	120-124	-0.07238495335194983
1107	125-129	-0.1370835663476342
1107	130-134	-0.22401307850555696
1107	135-139	-0.015878549252619223
1107	140-144	-0.15006486206383585
1107	145-149	-0.21698371021655305
1107	150	-0.25802255949761843
1108	1	-0.2179413996009032
1108	2	-0.30939377047022276
1108	3	-0.1882852243470836
1108	4	-0.24214671070622984
1108	5	-0.14466762340943262
1108	6	-0.26571324950169384
1108	7	-0.30173192919787084
1108	8	-0.11239822299996405
1108	9	-0.21061149269602453
1108	10-14	-0.15475312410592323
1108	15-19	-0.23974050901225752
1108	20-24	-0.11018027805138786
1108	25-29	-0.25654072648206494
1108	30-34	-0.1824140619068615
1108	35-39	-0.2340280049468504
1108	40-44	-0.12487035273129266
1108	45-49	-0.11081943459927146
1108	50-54	-0.17745524964934845
1108	55-59	-0.26272719085670104
1108	60-64	-0.2516271338208327
1108	65-69	-0.13182291964776027
1108	70-74	-0.1860958302658986
1108	75-79	-0.3512451238049792
1108	80-84	-0.26332160550138894
1108	85-89	-0.27845186817619094
1108	90-94	-0.23444184299476234
1108	95-99	-0.25734351486861584
1108	100-104	-0.19005098565953915
1108	105-109	-0.3318681809228181
1108	110-114	-0.2903099372797868
1108	115-119	-0.10350506451942465
1108	120-124	-0.24070501041374825
1108	125-129	-0.16064284913620952
1108	130-134	-0.17963954730122111
1108	135-139	-0.05448415482892699
1108	140-144	-0.2688204677732031
1108	145-149	-0.13750812516014577
1108	150	-0.560085460547036
1109	1	0.07828235260597438
1109	2	0.1716042493742691
1109	3	-0.07016814295679552
1109	4	0.07854457285311156
1109	5	0.05074260149115872
1109	6	0.1482438954252956
1109	7	0.12950730471269623
1109	8	0.09104263259894196
1109	9	0.10676611598446328
1109	10-14	0.05560539673401621
1109	15-19	0.08231488167941592
1109	20-24	5.603215761880165E-4
1109	25-29	0.07353456235769329
1109	30-34	-0.09338702124659193
1109	35-39	-0.051167887640076515
1109	40-44	0.005554817245467802
1109	45-49	0.02478365422868478
1109	50-54	0.009321175230844858
1109	55-59	-0.014147375563894116
1109	60-64	-0.08129351249740324
1109	65-69	0.016757432272562767
1109	70-74	9.655438225095736E-4
1109	75-79	9.102405919350076E-4
1109	80-84	0.04742114063623859
1109	85-89	0.050859799715766485
1109	90-94	-0.1137205082948114
1109	95-99	0.02951233088317906
1109	100-104	0.04618210386603039
1109	105-109	-0.04997452976289907
1109	110-114	0.06115156774573194
