"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"rc_AA866419_at",-0.942133781891613,6.43024226050649,-5.19660081934176,0.000340370131311554,0.0049473314447767,0.206669635212259
"U09256_at",0.942066841944657,9.7980850155515,6.95411146100728,3.00778005184178e-05,0.000915759746579785,2.71263222136103
"rc_AA893454_at",0.937629324135004,5.91083555550492,6.24230821149606,7.6431100164751e-05,0.0017480280083285,1.75058970603274
"U35774_at",0.937198858812082,6.07612062371304,5.32186530873318,0.00028231230044306,0.00437562783752846,0.399948094627073
"J05132_s_at",0.935039785266687,8.83247773050337,5.97376777442246,0.000110554275277011,0.00225177562074634,1.3691687129169
"rc_AA817846_at",0.933392102735499,5.01395749500963,6.18647504497903,8.24616474773717e-05,0.00183227281856918,1.67213525287033
"M15191_s_at",-0.931992123139709,4.41006233098267,-6.56847691636975,4.94504359605092e-05,0.00128841649873685,2.20012081573615
"X51415cds_s_at",-0.930220353862539,7.89724915799981,-7.03447263134725,2.71807459789228e-05,0.000857216429636349,2.81690441864825
"rc_AI639029_s_at",0.928591856577101,7.71821805853077,6.61609361013729,4.64586434843437e-05,0.00124252159276213,2.26450480393011
"rc_AA799755_at",-0.927513838839929,7.67822973578942,-5.00620425966926,0.000454221593725537,0.00610182565372671,-0.0913970500395527
"AF051895_at",-0.925529270054449,10.3209700899374,-5.75989702612904,0.000149384854374093,0.00281464097138682,1.05798066967278
