##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	B009952_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	11393701
Total Bases	1.7 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.05705319105706	37.0	37.0	37.0	37.0	37.0
2	36.06318447359642	37.0	37.0	37.0	37.0	37.0
3	36.08401896802452	37.0	37.0	37.0	37.0	37.0
4	36.069743009756	37.0	37.0	37.0	37.0	37.0
5	36.09401835277229	37.0	37.0	37.0	37.0	37.0
6	36.0466558671322	37.0	37.0	37.0	37.0	37.0
7	36.01680147653515	37.0	37.0	37.0	37.0	37.0
8	36.08579731906252	37.0	37.0	37.0	37.0	37.0
9	36.08213985955924	37.0	37.0	37.0	37.0	37.0
10-14	36.084070119094754	37.0	37.0	37.0	37.0	37.0
15-19	36.044528147614194	37.0	37.0	37.0	37.0	37.0
20-24	36.039555663256394	37.0	37.0	37.0	37.0	37.0
25-29	35.994256633555686	37.0	37.0	37.0	37.0	37.0
30-34	35.963026500344355	37.0	37.0	37.0	37.0	37.0
35-39	35.9435108047859	37.0	37.0	37.0	37.0	37.0
40-44	35.92041133956385	37.0	37.0	37.0	37.0	37.0
45-49	35.8935498833961	37.0	37.0	37.0	37.0	37.0
50-54	35.815314268822746	37.0	37.0	37.0	37.0	37.0
55-59	35.79159872634889	37.0	37.0	37.0	37.0	37.0
60-64	35.76975844811093	37.0	37.0	37.0	37.0	37.0
65-69	35.737401797712614	37.0	37.0	37.0	37.0	37.0
70-74	35.65538240822714	37.0	37.0	37.0	37.0	37.0
75-79	35.69552546622033	37.0	37.0	37.0	37.0	37.0
80-84	35.582888053671056	37.0	37.0	37.0	37.0	37.0
85-89	35.571731766526085	37.0	37.0	37.0	37.0	37.0
90-94	35.51720046014899	37.0	37.0	37.0	37.0	37.0
95-99	35.46695392480459	37.0	37.0	37.0	37.0	37.0
100-104	35.49757472133067	37.0	37.0	37.0	37.0	37.0
105-109	35.46325068562007	37.0	37.0	37.0	37.0	37.0
110-114	35.24297023416711	37.0	37.0	37.0	27.4	37.0
115-119	35.174200270833865	37.0	37.0	37.0	29.8	37.0
120-124	35.16404587060868	37.0	37.0	37.0	25.0	37.0
125-129	35.129156891162935	37.0	37.0	37.0	25.0	37.0
130-134	35.12482579628867	37.0	37.0	37.0	27.4	37.0
135-139	34.93840579105946	37.0	37.0	37.0	25.0	37.0
140-144	34.82401611206052	37.0	37.0	37.0	25.0	37.0
145-149	34.69006606369607	37.0	37.0	37.0	25.0	37.0
150	34.66027807821181	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1103	105-109	-0.24753480969845043
1103	110-114	-0.2525246897241189
1103	115-119	-0.4371251028674763
1103	120-124	-0.33120115245510107
1103	125-129	-0.3602009868875484
1103	130-134	-0.2585191098969517
1103	135-139	-0.20665915002241064
1103	140-144	-0.4333740107655615
1103	145-149	-0.7126931344705341
1103	150	-0.367348309762491
1104	1	0.15723375742368262
1104	2	0.0036045231751700157
1104	3	0.2318584058271611
1104	4	0.014921031504229632
1104	5	0.17240647806317355
1104	6	0.044044874891710606
1104	7	-0.558045770803048
1104	8	-0.056997201832722055
1104	9	0.02426803046515147
1104	10-14	-0.14097904402168382
1104	15-19	-0.06979796181200015
1104	20-24	-0.12314751569194016
1104	25-29	-0.1895786321370707
1104	30-34	0.18635682349531635
1104	35-39	-0.09081996199577702
1104	40-44	-0.15676499201366312
1104	45-49	-0.1552845293925742
1104	50-54	-0.01741116156591005
1104	55-59	-0.2500713989997081
1104	60-64	-0.01704571965450441
1104	65-69	-0.24721548505184643
1104	70-74	-0.01882380726124211
1104	75-79	-0.0927077266617573
1104	80-84	-0.2131527491304297
1104	85-89	-0.1319113467359827
1104	90-94	-0.11775548991841589
1104	95-99	-0.12430376748962857
1104	100-104	-0.15027047174940833
1104	105-109	-0.2823438221962533
1104	110-114	-0.09121396097918222
1104	115-119	0.062253307623635123
1104	120-124	-0.23953595266632988
1104	125-129	-0.28957961741033955
1104	130-134	-0.08228913278024663
1104	135-139	-0.14557505391257308
1104	140-144	-0.15548939538094686
1104	145-149	-0.004670779251391366
1104	150	-0.9495741502835244
1105	1	0.16253109166838442
1105	2	-0.08980371332516768
1105	3	-0.1675136037422149
1105	4	-0.7037221674021268
1105	5	-0.016140172654530716
1105	6	0.22146285165179336
1105	7	-0.20199228481535414
1105	8	-0.07361545200360808
1105	9	0.029394482960022117
1105	10-14	-0.08145665851245809
1105	15-19	-0.060378105352668854
1105	20-24	-0.17206668862426966
1105	25-29	-0.24322695749592071
1105	30-34	-0.039275438979053945
1105	35-39	-0.22689309938469648
1105	40-44	-0.27867203234175975
1105	45-49	-0.15379358612531746
1105	50-54	-0.044974387813347505
1105	55-59	0.02606923668041361
1105	60-64	-0.24205853578573766
1105	65-69	0.0373709811135754
1105	70-74	-0.1426917156686187
1105	75-79	-0.04530512925916241
1105	80-84	-0.0744181284879133
1105	85-89	0.06080054663380707
1105	90-94	-0.14625429374616772
1105	95-99	-0.07091176475551464
1105	100-104	-0.14918537263799436
1105	105-109	-0.3447669254088339
1105	110-114	-0.07275445995389163
1105	115-119	-0.13855410864430695
1105	120-124	-0.013801161142069418
1105	125-129	-0.06213600838778888
1105	130-134	-0.3062040336688341
1105	135-139	-0.07170714550519364
1105	140-144	-0.08909329148483636
1105	145-149	-0.10019367740586205
1105	150	0.06059331383130484
1106	1	0.060917319245241686
1106	2	-0.0958757021416119
1106	3	-0.09872018475364541
1106	4	0.25725009780185815
1106	5	-0.03077190493210935
1106	6	-0.21321791540366775
1106	7	-0.07033737440119836
1106	8	-0.1893140508575044
1106	9	0.06280109278404922
1106	10-14	-0.03953432447836036
1106	15-19	-0.014066385026978878
1106	20-24	-0.11338315769340568
1106	25-29	0.042791194442536096
1106	30-34	-0.03282861957002581
1106	35-39	-0.17336115474758884
1106	40-44	-0.03873856810674425
1106	45-49	0.049205858965329696
1106	50-54	0.09631326865508072
1106	55-59	0.002897236125505742
1106	60-64	0.005015918108767892
1106	65-69	-0.07078725342099546
1106	70-74	0.11047953789292819
1106	75-79	0.0652216077671639
1106	80-84	-0.00770281832560471
1106	85-89	-0.0024423115761891268
1106	90-94	-0.18019953913348274
1106	95-99	0.07985497056339597
1106	100-104	0.0029411573644679834
1106	105-109	-0.0553771656205555
1106	110-114	-0.06241660553222772
1106	115-119	0.047267957539297356
1106	120-124	0.05272499963224675
1106	125-129	0.1480236347628221
1106	130-134	-0.15233140670663659
1106	135-139	0.22008873322577927
1106	140-144	-0.0720567741812701
1106	145-149	-0.2535452765052
1106	150	-0.17777226471504548
1107	1	-0.08168087568574833
1107	2	0.050871443505073444
1107	3	-0.11701977204887015
1107	4	-0.1788443796002639
1107	5	0.02870855696802721
1107	6	-0.19824425868536366
1107	7	-0.1364750072625327
1107	8	-0.2950031111941769
1107	9	-0.016374772017634598
1107	10-14	-0.015227088405659117
1107	15-19	0.04115295647726214
1107	20-24	-0.022799437297251757
1107	25-29	0.04004151070792261
1107	30-34	-0.05085727394536832
1107	35-39	-0.0794773890853051
1107	40-44	-0.1606103282945952
1107	45-49	-0.0074447411092677385
1107	50-54	-0.05129008342630215
1107	55-59	-0.09128122384452553
1107	60-64	-0.1037353081248682
1107	65-69	0.09146745007272017
1107	70-74	-0.021757762707210304
1107	75-79	0.03168645750625387
1107	80-84	-0.0872105460864745
1107	85-89	-0.09927487874857377
1107	90-94	0.043248570110492324
1107	95-99	0.04511953835171312
1107	100-104	-0.0161120243384687
1107	105-109	-0.04227495050167107
1107	110-114	0.0278655178066316
1107	115-119	0.06353136646216484
1107	120-124	0.07047595108334548
1107	125-129	0.013158245016327896
1107	130-134	-0.1301985367424905
1107	135-139	0.10861092091950297
1107	140-144	-0.11879714982359957
1107	145-149	-0.22483700661300787
1107	150	-0.015629332665980655
1108	1	0.05297857663811101
1108	2	-0.14125967087667846
1108	3	-0.09052356330489175
1108	4	-0.26829885924405517
1108	5	-0.19617986113738084
1108	6	-0.28035575807456325
1108	7	-0.17508220971746624
1108	8	-0.41279686367266066
1108	9	-0.22761786219071212
1108	10-14	-0.2475000056101635
1108	15-19	-0.23557280357042742
1108	20-24	-0.20631592373841556
1108	25-29	-0.2146100636813273
1108	30-34	-0.2740242568827256
1108	35-39	-0.3154449511573105
1108	40-44	-0.18714086992921608
1108	45-49	-0.28784598348084245
1108	50-54	-0.2632145084834434
1108	55-59	-0.32463948622764605
1108	60-64	-0.21778544479106898
1108	65-69	-0.06947768916178632
1108	70-74	-0.20788833947315055
1108	75-79	-0.17540953885286115
1108	80-84	-0.165100962951648
1108	85-89	-0.19148929696575578
1108	90-94	-0.3513726103554191
1108	95-99	-0.1468098370292097
1108	100-104	-0.10061405104360688
1108	105-109	-0.18418636099794838
1108	110-114	-0.12127389768254915
1108	115-119	-0.09913520794039954
1108	120-124	0.006787640501102032
1108	125-129	-0.028233913777285125
1108	130-134	-0.17315989494100137
1108	135-139	-0.06388284460016536
1108	140-144	-0.07960389290978043
1108	145-149	-0.22364892890889365
1108	150	-0.34377990767536204
1109	1	-0.12338942104366168
1109	2	-0.019855745983065276
1109	3	-0.04238405088464958
1109	4	0.04665855936296737
1109	5	-0.0028517509784862227
1109	6	0.19952875968512984
1109	7	-0.04950063965269891
1109	8	0.10883727442305968
1109	9	0.1519038953717171
1109	10-14	0.002586659732820351
1109	15-19	0.03924434060527915
1109	20-24	0.0460696538606058
1109	25-29	0.015249500899102486
1109	30-34	0.10249345987454461
1109	35-39	0.04417060889399238
1109	40-44	-0.03359081063187119
1109	45-49	0.06586989371731988
1109	50-54	0.07903149230002526
1109	55-59	0.0495653659583013
1109	60-64	-0.014938099219051537
1109	65-69	0.15584468981530364
1109	70-74	0.00588796198271524
1109	75-79	0.02748771307765452
1109	80-84	0.06501564620644018
1109	85-89	0.13744190202108086
1109	90-94	-0.050274133840922275
1109	95-99	0.0492582931995571
1109	100-104	-0.017450739193265008
1109	105-109	-0.10040485425523116
1109	110-114	0.183506380183168
1109	115-119	0.09739495857512281
1109	120-124	0.09416025854574173
1109	125-129	0.1084316975219437
1109	130-134	-0.06021858589185314
1109	135-139	-0.0024529469350298427
1109	140-144	-7.408593469193647E-5
1109	145-149	-0.10838670587576615
1109	150	-0.03638625383230476
1110	1	0.033020255170470136
1110	2	0.2431170008556407
1110	3	-0.016858221160340747
1110	4	0.029556266603286474
1110	5	0.12402358120066026
1110	6	0.09577835843902704
1110	7	-0.03469794748870214
1110	8	0.0701018968833722
1110	9	0.051476601164921476
1110	10-14	0.08687307314522741
1110	15-19	0.08250998394090914
1110	20-24	0.06605355139419089
1110	25-29	-3.462114245422754E-4
1110	30-34	0.024425440109553165
1110	35-39	-0.015826339004533452
1110	40-44	0.09173215958908543
1110	45-49	0.014849281507856915
1110	50-54	0.0016986080115088953
1110	55-59	0.07350068245596475
1110	60-64	-0.02586777985347055
1110	65-69	0.05334144037966837
1110	70-74	-0.046313497763748046
1110	75-79	-0.016455707275653708
1110	80-84	-0.06459342169228677
1110	85-89	0.12786567052445008
1110	90-94	-0.08340732649693194
1110	95-99	0.20343940911099878
1110	100-104	0.030737733335193695
1110	105-109	-0.08524748685061923
1110	110-114	-0.029969700287061585
1110	115-119	-0.07992582255236869
1110	120-124	0.14285074914473483
1110	125-129	-0.10218908939401672
1110	130-134	-0.08916461105590656
1110	135-139	-0.11045208392702932
1110	140-144	-0.17889408035671295
1110	145-149	-0.1886496075823061
1110	150	0.11522688704322803
1111	1	6.611819171169486E-4
1111	2	-0.1324334000226557
1111	3	0.05088558181798675
1111	4	-0.061727156763048185
1111	5	0.005202185552235505
1111	6	0.159426018428519
1111	7	-0.003206607216114321
1111	8	0.17086323315304242
1111	9	0.04733417039123822
1111	10-14	0.026203477961246335
1111	15-19	0.004764238179504332
1111	20-24	-0.12725232219973748
1111	25-29	-0.019551339328771178
1111	30-34	0.08335461458320736
1111	35-39	-0.0023700235904371425
1111	40-44	0.09156239424859791
1111	45-49	-0.03430756367319532
1111	50-54	0.05333986855175965
1111	55-59	0.04568733045103812
1111	60-64	0.033904484245077526
1111	65-69	0.027201489588151162
1111	70-74	0.04681778612901155
1111	75-79	-0.03314356201284596
1111	80-84	0.0683234519655258
1111	85-89	0.030451658234063927
1111	90-94	0.0550682537628262
1111	95-99	0.08603298540956672
1111	100-104	0.07745084425246063
1111	105-109	-0.051331970533198046
1111	110-114	0.12256067688667116
1111	115-119	0.1579313268241691
1111	120-124	0.331469951925655
1111	125-129	0.24387690525225025
1111	130-134	0.1254967514217853
1111	135-139	0.24094235189007662
1111	140-144	0.1607030985657829
1111	145-149	0.05840746721223411
1111	150	-0.04278917938169968
1112	1	0.08963829818735292
1112	2	0.3217912276815369
1112	3	0.07866138140335721
1112	4	-3.438463767437838E-4
1112	5	0.04156927476080341
1112	6	0.11535980437227522
1112	7	0.06477199665481237
1112	8	0.021240672264283944
1112	9	0.14449506864884398
1112	10-14	0.0636498689470173
1112	15-19	0.03919111627537575
1112	20-24	-0.032734288997758654
1112	25-29	0.1489447596757998
1112	30-34	0.05858764564874264
1112	35-39	0.04837852441633572
1112	40-44	0.04087002690618391
1112	45-49	0.14481221983342607
1112	50-54	0.059403423917402165
1112	55-59	0.14837846340140715
1112	60-64	-0.0023462872499635523
1112	65-69	-3.974595960443139E-4
1112	70-74	-0.04946321214600147
1112	75-79	0.055658286410135815
1112	80-84	0.14228885733671603
1112	85-89	-0.026265491902826454
1112	90-94	0.10254249769769075
1112	95-99	0.11857978944190961
1112	100-104	0.08573314022169853
1112	105-109	-0.05117767152545838
1112	110-114	0.15353363104009077
1112	115-119	0.0551476144691776
1112	120-124	0.10544168751255256
1112	125-129	-0.03099688607218809
1112	130-134	-0.013278984861429421
1112	135-139	-0.035033688243501615
1112	140-144	0.09116093141643944
1112	145-149	-0.19146988485853456
1112	150	0.06044476956511602
1113	1	0.1206280913648996
1113	2	-0.12104161321737905
1113	3	0.13044533699472538
1113	4	0.046235972765522604
1113	5	0.22905248722386773
1113	6	-0.07942039081082441
1113	7	-0.02740277279634995
1113	8	-0.07451543839916042
1113	9	0.1406003600804837
1113	10-14	0.0376314250397769
1113	15-19	0.0794632982075143
1113	20-24	0.1691011483735423
1113	25-29	0.07073722095254453
1113	30-34	0.06587567501573943
1113	35-39	0.0657345992663636
1113	40-44	0.09702545711478905
1113	45-49	0.06842221177540608
1113	50-54	0.1241406430059584
1113	55-59	0.06529582395292266
1113	60-64	0.050017397950142595
1113	65-69	0.07722363450369585
1113	70-74	0.18170340975390076
1113	75-79	0.08730838937369612
1113	80-84	0.1285186003754788
1113	85-89	0.022395981819080646
1113	90-94	0.12667626079196737
1113	95-99	0.08772653489808846
1113	100-104	0.1758083483871573
1113	105-109	0.1765284794280788
1113	110-114	0.19513538589728086
1113	115-119	0.18318056280833162
1113	120-124	0.35840077068919385
1113	125-129	0.15979906701224422
1113	130-134	0.1196156341733996
1113	135-139	0.3051265767757556
1113	140-144	0.07951261912347718
1113	145-149	0.144558407737037
1113	150	0.3832802964699411
1114	1	0.013872416470000815
1114	2	0.02369057196813884
1114	3	-0.07823446715756432
1114	4	-0.2505080395526633
1114	5	-0.14917023011732766
1114	6	0.042749344737309514
1114	7	0.043040235338722255
1114	8	0.07385134376140456
1114	9	-0.09234034623023746
1114	10-14	-0.045154063214717155
1114	15-19	-0.12453384426529368
1114	20-24	-0.13749271316699208
1114	25-29	-0.10668282901499992
1114	30-34	-0.0916628813583884
1114	35-39	-0.12011280512466982
1114	40-44	-0.11795879905964313
1114	45-49	-0.13164883460454746
1114	50-54	-0.11494165717283522
1114	55-59	-0.1045844289408393
1114	60-64	-0.17548799125733439
1114	65-69	-0.18397655303785143
1114	70-74	-0.20835453744975752
1114	75-79	-0.10178390170227658
1114	80-84	-0.09079765657732963
1114	85-89	-0.10423818287008402
1114	90-94	-0.05867878173791752
1114	95-99	-0.0391325229276589
1114	100-104	-0.02267408004080096
1114	105-109	-0.18774772904603765
1114	110-114	-0.027652479276547126
1114	115-119	-0.21057414695283683
1114	120-124	0.028752881249907603
1114	125-129	0.11409691590024806
1114	130-134	-0.053396144637282816
1114	135-139	-0.02674934803523854
1114	140-144	0.10324237123169411
1114	145-149	-0.08493393714611841
1114	150	-0.454361747315005
1115	1	0.13224672086676748
1115	2	0.08559560000517763
1115	3	0.184544539264202
1115	4	-0.11822433190429393
1115	5	0.0783702020282604
1115	6	-0.03656073395799808
1115	7	-0.09738711986535975
1115	8	0.03655024436898913
1115	9	-0.02680793531136061
1115	10-14	-0.0403908277914482
1115	15-19	-0.04282697831878579
1115	20-24	-0.013322846259740118
1115	25-29	-0.03195288673909147
1115	30-34	-0.050012116095032866
1115	35-39	-0.03573397115660981
1115	40-44	0.06661457760002065
1115	45-49	-0.03629470569540416
1115	50-54	0.06896425974598941
1115	55-59	-0.044385308774131715
1115	60-64	0.08352737255879106
1115	65-69	-0.01287532430514915
1115	70-74	-0.04253124395643226
1115	75-79	0.0609868546190242
1115	80-84	-0.03280370842522018
1115	85-89	-0.0616916163756045
1115	90-94	-0.034330872339985774
1115	95-99	-0.044400345140658715
1115	100-104	0.030778054739222682
1115	105-109	-0.14569616857944823
1115	110-114	0.154182396293308
1115	115-119	-0.021551570952119903
1115	120-124	0.04335662360192316
1115	125-129	0.007896832334715498
1115	130-134	-0.03867902993692951
1115	135-139	0.14672844189591672
1115	140-144	0.023389914963878766
1115	145-149	-0.04092736900162919
1115	150	0.07880498721539198
1116	1	0.14572849426578216
1116	2	-0.10542968735114755
1116	3	-0.06228633101493841
1116	4	-0.0354052842852397
1116	5	0.2995143728000187
1116	6	-0.02397091458197309
1116	7	0.07747265024958239
1116	8	0.07659753500938393
1116	9	0.027804872570413863
1116	10-14	0.0020446401888492005
1116	15-19	0.04033098555641601
1116	20-24	-0.06424383148141999
1116	25-29	0.02530031523135534
1116	30-34	0.025192612969007655
1116	35-39	0.026468459056857796
1116	40-44	0.08843290272317006
1116	45-49	0.014798102186368567
1116	50-54	0.019140417381457553
1116	55-59	0.04891754836872053
1116	60-64	-0.027872561759771486
1116	65-69	0.08738240968499866
1116	70-74	0.07134724537034032
1116	75-79	0.052572273338242326
1116	80-84	-0.02442695965675057
1116	85-89	0.024544442737699512
1116	90-94	0.14223661534474275
1116	95-99	0.15096044303668776
1116	100-104	0.10956215982953665
1116	105-109	-0.017842769564673233
1116	110-114	0.21884761796818708
1116	115-119	0.1527622549920551
1116	120-124	0.2500429947020919
1116	125-129	0.18781827732649958
1116	130-134	0.10538349879870168
1116	135-139	0.2307738934558472
1116	140-144	0.24185060461904584
1116	145-149	0.09362606285387898
1116	150	0.48532058655857924
1117	1	0.06146399915177625
1117	2	0.007831550433870405
1117	3	-0.029354734923735748
1117	4	0.027114585421600168
1117	5	-0.01425240244428494
1117	6	0.04317696815418515
1117	7	0.06124854601505092
1117	8	-0.13871972883426764
1117	9	-0.04190717954685397
1117	10-14	0.023759298169302667
1117	15-19	-0.031113965583642766
1117	20-24	-0.15197594874526033
1117	25-29	-0.032307502358221996
1117	30-34	-0.14669220787790493
1117	35-39	-0.09003134550340519
1117	40-44	-0.05769504515956214
1117	45-49	0.025479014238484865
1117	50-54	0.0239826323651684
1117	55-59	-0.04326851026320355
1117	60-64	-0.01917262690634658
1117	65-69	-0.03275465871890759
1117	70-74	-0.0859687155417106
1117	75-79	0.00533787594410029
1117	80-84	0.028207828616864106
1117	85-89	-0.0459457201287492
1117	90-94	0.030507625116726445
1117	95-99	0.04795536160345648
1117	100-104	0.16789128035070888
1117	105-109	-0.044378795623309486
1117	110-114	0.11575393718642601
1117	115-119	0.12280212469890017
1117	120-124	0.18699413476723947
1117	125-129	0.09637958025808757
1117	130-134	-9.351982697012318E-4
1117	135-139	0.2069933071366279
1117	140-144	0.259860767485506
1117	145-149	0.060994401616092375
1117	150	-0.1683080779365369
1118	1	0.016241854589672755
1118	2	-0.019295274395680906
1118	3	-0.06933086542789368
1118	4	0.15044734729370646
1118	5	0.008767814095563153
1118	6	-0.02938629919735547
1118	7	0.08428722514836551
1118	8	-0.06312068361410184
1118	9	0.008883415080532586
1118	10-14	0.02785192763823119
1118	15-19	0.010105884341847116
1118	20-24	-0.10518698937615056
1118	25-29	0.05097804802488071
1118	30-34	-0.05576868257755763
1118	35-39	0.03792497727548039
1118	40-44	-0.02046944545495677
1118	45-49	0.0015019078543900832
1118	50-54	0.09955240118712538
1118	55-59	0.03154297346993218
1118	60-64	-0.09596778443183496
1118	65-69	0.05395860401698371
1118	70-74	0.14464279192903717
1118	75-79	0.13514652435038244
1118	80-84	0.06524299985742488
1118	85-89	0.12145909860814896
1118	90-94	0.016095724656487675
1118	95-99	0.1338035199597627
1118	100-104	0.1408327671169971
1118	105-109	0.11259544905880148
1118	110-114	0.121807294081556
1118	115-119	0.14443448171269324
1118	120-124	0.152974168791161
1118	125-129	0.29592645546415497
1118	130-134	0.2947250372602426
1118	135-139	0.16765875175544664
1118	140-144	0.21731424834375446
1118	145-149	0.0025154555664315126
1118	150	-0.13307617457502374
1119	1	0.2015926937830841
1119	2	-0.1917460188073008
1119	3	0.05850208410975455
1119	4	-0.02313947575748898
1119	5	-0.030520703627978207
1119	6	0.2746176614437701
1119	7	0.05145559473871941
1119	8	0.1523355881067232
1119	9	-0.18960333338292656
1119	10-14	0.07927199336663904
