##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	B009951_1.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	17258505
Total Bases	2.5 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	36.389818932752284	37.0	37.0	37.0	37.0	37.0
2	36.35516164349114	37.0	37.0	37.0	37.0	37.0
3	36.413339046458546	37.0	37.0	37.0	37.0	37.0
4	36.4089780082342	37.0	37.0	37.0	37.0	37.0
5	36.4440936801884	37.0	37.0	37.0	37.0	37.0
6	36.398666338712424	37.0	37.0	37.0	37.0	37.0
7	36.34212256507733	37.0	37.0	37.0	37.0	37.0
8	36.42118057155008	37.0	37.0	37.0	37.0	37.0
9	36.390317875157784	37.0	37.0	37.0	37.0	37.0
10-14	36.39963208864267	37.0	37.0	37.0	37.0	37.0
15-19	36.37744961107582	37.0	37.0	37.0	37.0	37.0
20-24	36.352022414455945	37.0	37.0	37.0	37.0	37.0
25-29	36.289452452573386	37.0	37.0	37.0	37.0	37.0
30-34	36.27298412000344	37.0	37.0	37.0	37.0	37.0
35-39	36.2401533504785	37.0	37.0	37.0	37.0	37.0
40-44	36.215182740335855	37.0	37.0	37.0	37.0	37.0
45-49	36.205098912101604	37.0	37.0	37.0	37.0	37.0
50-54	36.18258350882652	37.0	37.0	37.0	37.0	37.0
55-59	36.157134618554736	37.0	37.0	37.0	37.0	37.0
60-64	36.1259936477696	37.0	37.0	37.0	37.0	37.0
65-69	36.11510246107643	37.0	37.0	37.0	37.0	37.0
70-74	36.08527767613707	37.0	37.0	37.0	37.0	37.0
75-79	36.05172259126732	37.0	37.0	37.0	37.0	37.0
80-84	36.05016615286202	37.0	37.0	37.0	37.0	37.0
85-89	36.010508140768856	37.0	37.0	37.0	37.0	37.0
90-94	36.003641103328476	37.0	37.0	37.0	37.0	37.0
95-99	35.94122428333161	37.0	37.0	37.0	37.0	37.0
100-104	35.858938384292266	37.0	37.0	37.0	37.0	37.0
105-109	35.853913441517676	37.0	37.0	37.0	37.0	37.0
110-114	35.822973252897626	37.0	37.0	37.0	37.0	37.0
115-119	35.84836377194897	37.0	37.0	37.0	37.0	37.0
120-124	35.7635880512246	37.0	37.0	37.0	37.0	37.0
125-129	35.635018374998296	37.0	37.0	37.0	37.0	37.0
130-134	35.608655755524595	37.0	37.0	37.0	37.0	37.0
135-139	35.5737307953383	37.0	37.0	37.0	37.0	37.0
140-144	35.53785809373407	37.0	37.0	37.0	37.0	37.0
145-149	35.58959688570939	37.0	37.0	37.0	37.0	37.0
150	35.43134750084089	37.0	37.0	37.0	37.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.08182449449351736
1101	2	-0.07868782859281964
1101	3	-0.08786618841940452
1101	4	0.004470821583183238
1101	5	-0.10448160004423102
1101	6	-0.18958601547812037
1101	7	-0.1476379165535704
1101	8	-0.07142538943805476
1101	9	-0.03608590535330336
1101	10-14	-0.08553300126424546
1101	15-19	-0.07349357109880117
1101	20-24	-0.3865862350546081
1101	25-29	-0.09743570107054467
1101	30-34	-0.12680947475079307
1101	35-39	-0.1090872079906191
1101	40-44	-0.1198359264918949
1101	45-49	-0.0035211380478656906
1101	50-54	-0.08229190588853186
1101	55-59	-0.13342907024720319
1101	60-64	-0.3080668725561182
1101	65-69	-0.2505521278532683
1101	70-74	-0.48755218294136426
1101	75-79	-0.2875647931500609
1101	80-84	-0.32227639058963575
1101	85-89	-0.21284605578021853
1101	90-94	-0.20882492870454428
1101	95-99	-0.17466953952329334
1101	100-104	-0.23615843725055186
1101	105-109	-0.23923185719430506
1101	110-114	-0.2894399215224297
1101	115-119	-0.13761705651388922
1101	120-124	-0.26769953330474294
1101	125-129	-0.2859669060386807
1101	130-134	-0.5724048173604714
1101	135-139	-0.4134075932586114
1101	140-144	-0.6834930330289382
1101	145-149	-0.5183206899679007
1101	150	-0.9051876523415459
1102	1	0.01101567201031628
1102	2	-0.0352128991167433
1102	3	-0.1653162186414363
1102	4	-0.0019081900405737429
1102	5	-0.1459865494972803
1102	6	-0.02151660293023383
1102	7	-0.17645774919213153
1102	8	-0.12543158286966616
1102	9	-0.1485709914185449
1102	10-14	-0.14572330713887993
1102	15-19	-0.16279103727890742
1102	20-24	-0.11010831069071969
1102	25-29	-0.20832986031124534
1102	30-34	-0.09252820715496313
1102	35-39	-0.19624574403345463
1102	40-44	-0.2724702437909272
1102	45-49	-0.09023112881004636
1102	50-54	-0.24018131084651628
1102	55-59	-0.22033163039777293
1102	60-64	-0.19329214288985241
1102	65-69	-0.24505203039364432
1102	70-74	-0.18241094379913392
1102	75-79	-0.17448846202270119
1102	80-84	-0.21965431976374816
1102	85-89	-0.23833673565680158
1102	90-94	-0.3391250933264729
1102	95-99	-0.3185989291407907
1102	100-104	-0.49407826005779043
1102	105-109	-0.3838660089977495
1102	110-114	-0.3256570457171293
1102	115-119	-0.29874943200130843
1102	120-124	-0.18344777473831186
1102	125-129	-0.2291670706505613
1102	130-134	-0.561192048973659
1102	135-139	-0.352082236652258
1102	140-144	-0.40284694947516186
1102	145-149	-0.2809837791982446
1102	150	-0.42429782430532725
1103	1	-0.18371124727755728
1103	2	0.031876153033181254
1103	3	-0.03922930877298825
1103	4	0.006071641714783027
1103	5	0.015570532719408448
1103	6	-0.1058976106058509
1103	7	0.04495097125941783
1103	8	-0.10705326123859749
1103	9	-0.16656360378102164
1103	10-14	-0.04603062752377696
1103	15-19	-0.07419089221741615
