##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	B009953_2.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	15890575
Total Bases	2.3 Gbp
Sequences flagged as poor quality	0
Sequence length	150
%GC	51
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	35.99710658676605	37.0	37.0	37.0	37.0	37.0
2	36.09864633595701	37.0	37.0	37.0	37.0	37.0
3	36.11970768836244	37.0	37.0	37.0	37.0	37.0
4	36.09503841113364	37.0	37.0	37.0	37.0	37.0
5	36.129825698566606	37.0	37.0	37.0	37.0	37.0
6	36.077497447386264	37.0	37.0	37.0	37.0	37.0
7	36.00941872776787	37.0	37.0	37.0	37.0	37.0
8	36.07991850515164	37.0	37.0	37.0	37.0	37.0
9	36.092934019064764	37.0	37.0	37.0	37.0	37.0
10-14	36.10190726263839	37.0	37.0	37.0	37.0	37.0
15-19	36.065989619633015	37.0	37.0	37.0	37.0	37.0
20-24	36.058829148724946	37.0	37.0	37.0	37.0	37.0
25-29	36.01383102877019	37.0	37.0	37.0	37.0	37.0
30-34	35.98252555366939	37.0	37.0	37.0	37.0	37.0
35-39	35.96083449466114	37.0	37.0	37.0	37.0	37.0
40-44	35.94146735407624	37.0	37.0	37.0	37.0	37.0
45-49	35.909443591562926	37.0	37.0	37.0	37.0	37.0
50-54	35.836060646011866	37.0	37.0	37.0	37.0	37.0
55-59	35.8095412783993	37.0	37.0	37.0	37.0	37.0
60-64	35.78786747490258	37.0	37.0	37.0	37.0	37.0
65-69	35.75415458534383	37.0	37.0	37.0	37.0	37.0
70-74	35.67184345437469	37.0	37.0	37.0	37.0	37.0
75-79	35.71147819383503	37.0	37.0	37.0	37.0	37.0
80-84	35.59916779600486	37.0	37.0	37.0	37.0	37.0
85-89	35.5892274886214	37.0	37.0	37.0	37.0	37.0
90-94	35.532727418611344	37.0	37.0	37.0	37.0	37.0
95-99	35.48667604539169	37.0	37.0	37.0	37.0	37.0
100-104	35.510521438022224	37.0	37.0	37.0	37.0	37.0
105-109	35.48004547349608	37.0	37.0	37.0	37.0	37.0
110-114	35.256871925654046	37.0	37.0	37.0	27.4	37.0
115-119	35.19211540173971	37.0	37.0	37.0	29.8	37.0
120-124	35.17754515491101	37.0	37.0	37.0	25.0	37.0
125-129	35.141458946576826	37.0	37.0	37.0	25.0	37.0
130-134	35.13815785772384	37.0	37.0	37.0	27.4	37.0
135-139	34.94820017526112	37.0	37.0	37.0	25.0	37.0
140-144	34.83356816225971	37.0	37.0	37.0	25.0	37.0
145-149	34.69773208332612	37.0	37.0	37.0	25.0	37.0
150	34.66533187125073	37.0	37.0	37.0	25.0	37.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
1101	1	-0.1964452959024996
1101	2	-0.03760889338838069
1101	3	-0.09103833771841607
1101	4	-0.33824078079373265
1101	5	0.10755267209270158
1101	6	-0.08104966702669714
1101	7	-0.06923434233399206
1101	8	-0.07561015834070162
1101	9	0.05572267161499411
1101	10-14	-0.4696842702884112
1101	15-19	-0.2111493166274272
1101	20-24	-0.2191307380288663
1101	25-29	-0.08759607987524731
1101	30-34	-0.0980891166644895
1101	35-39	-0.04125793938945321
1101	40-44	-0.2580415326884449
1101	45-49	-0.14134327936945112
1101	50-54	-0.1275272757259529
1101	55-59	-0.13658922974629917
1101	60-64	-0.1986438548281484
1101	65-69	-0.08455613205199342
1101	70-74	-0.17030659061865094
1101	75-79	-0.3571153572316348
1101	80-84	-0.19414118606421482
1101	85-89	-0.4217816866037154
1101	90-94	-0.34879906305194197
1101	95-99	-0.27620925308271893
1101	100-104	-0.4832892753568814
1101	105-109	-0.58163091419447
1101	110-114	-0.28370188389658324
1101	115-119	-0.1142199879129322
1101	120-124	-0.22326086577650273
1101	125-129	-0.29818277179139585
1101	130-134	-0.2529654979258922
1101	135-139	-0.5095515393297987
1101	140-144	-0.5174791241080143
1101	145-149	-0.3698494158930785
1101	150	-0.5325688978062075
1102	1	-0.006670730730633068
1102	2	-0.5003201697935253
1102	3	-0.6001895604993166
1102	4	-0.6388251347243923
1102	5	-0.05839093092236425
1102	6	-0.1849831831553317
1102	7	-0.19303430819186218
1102	8	-0.6522411928295284
1102	9	-0.30978539930207916
1102	10-14	-0.16063382397689452
1102	15-19	-0.246380196156764
1102	20-24	-0.12188415092156646
1102	25-29	-0.22386119964546936
1102	30-34	-0.2409454487089917
1102	35-39	-0.4198266055410471
1102	40-44	-0.19863399097433643
1102	45-49	-0.25039439664413266
1102	50-54	-0.2976265386784007
1102	55-59	-0.15839357512382435
1102	60-64	-0.3065986182707263
1102	65-69	-0.20923325577144425
1102	70-74	-0.1533068255657568
1102	75-79	-0.17665621382942476
1102	80-84	-0.3694463753154338
1102	85-89	-0.1838229237806175
1102	90-94	-0.17919939268185203
1102	95-99	-0.3308291095450073
1102	100-104	-0.17972522895174592
1102	105-109	-0.38530583451484546
1102	110-114	-0.17246738644580972
1102	115-119	-0.30735475867670914
1102	120-124	0.03549148589444684
1102	125-129	-0.3392077483406837
1102	130-134	-0.6120568069948504
1102	135-139	-0.3784732729050617
1102	140-144	-0.43689620449863753
1102	145-149	-0.3610220483390094
1102	150	-0.560466116806829
1103	1	-0.021053173795749558
1103	2	0.01776276040300928
1103	3	-0.07084557443980088
1103	4	0.04458363476367566
1103	5	-0.354617205713879
1103	6	-0.15792858851826708
1103	7	-0.07510416777679296
1103	8	0.05831126359241523
1103	9	-0.2599561478457346
1103	10-14	-0.12713154265288296
1103	15-19	-0.08485298582598233
1103	20-24	-0.18135431131575785
